Fighter_Name,Height_cm,Weight_lbs,Reach_cm,Age,Win_Rate,Total_Fights,SLpM,Str_Acc_f,SApM,Str_Def_f,TD_Avg,TD_Acc_f,TD_Def_f,Sub_Avg
Charlie Brenneman,177.8,155.0,177.8,42.9,0.7037037037037037,27,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0
Robert Breslin,180.3,155.0,182.9,36.8,0.25,12,2.21,0.46,3.5,0.66,1.38,1.0,0.5,0.0
Mack Brewer,177.8,205.0,182.9,36.8,0.0,1,0.0,0.0,6.67,0.36,0.0,0.0,0.0,0.0
Marcos Brigagao,190.5,205.0,193.0,27.8,0.9166666666666666,12,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0
Jason Brilz,180.3,205.0,180.3,48.5,0.7586206896551724,29,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3
Marcus Brimage,162.6,135.0,180.3,38.7,0.5,14,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0
Aaron Brink,190.5,205.0,182.9,49.1,0.5,52,3.49,0.42,5.71,0.57,0.0,0.0,0.0,0.0
Henry Briones,172.7,135.0,175.3,43.2,0.64,25,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6
Marcelo Brito,185.4,170.0,182.9,46.1,0.6190476190476191,21,0.6,0.2,3.53,0.55,0.0,0.0,0.5,0.0
Icaro Brito,177.8,145.0,182.9,24.8,0.875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwain Britt,185.4,205.0,195.6,45.6,0.6470588235294118,17,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0
Drew Brokenshire,177.8,155.0,182.9,36.8,0.7272727272727273,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bronzoulis,182.9,155.0,182.9,45.0,0.6428571428571429,28,1.13,0.34,2.54,0.37,0.0,0.0,0.33,0.0
Jonathan Brookins,182.9,145.0,188.0,38.4,0.6153846153846154,26,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3
Will Brooks,177.8,155.0,182.9,37.2,0.8181818181818182,22,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3
Jarred Brooks,160.0,125.0,160.0,30.7,0.8666666666666667,15,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6
Rob Broughton,188.0,265.0,188.0,40.8,0.6666666666666666,24,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2
Lee Brousseau,185.4,205.0,182.9,49.2,0.625,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Brown,182.9,170.0,190.5,43.0,0.5777777777777777,45,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3
Mike Brown,167.6,145.0,177.8,48.3,0.7428571428571429,35,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6
Dominic Brown,180.3,190.0,182.9,41.6,0.41025641025641024,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Todd Brown,180.3,205.0,182.9,47.0,0.8,20,2.15,0.45,3.85,0.48,0.0,0.0,0.5,0.0
Terrell Brown,177.8,185.0,182.9,40.7,0.75,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Brown,177.8,170.0,182.9,36.8,0.9090909090909091,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frederick Brown,182.9,235.0,182.9,36.8,0.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damien Brown,177.8,155.0,172.7,39.0,0.5862068965517241,29,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7
TJ Brown,175.3,145.0,182.9,33.6,0.6071428571428571,28,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3
Humberto Brown Morrison,177.8,145.0,182.9,39.2,0.4,10,1.71,0.5,2.19,0.62,1.43,0.25,0.0,0.0
Travis Browne,198.1,255.0,200.7,41.5,0.6923076923076923,26,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2
Junie Browning,175.3,155.0,182.9,39.6,0.45454545454545453,11,3.76,0.48,1.76,0.66,3.53,0.66,0.0,3.5
Jules Bruchez,182.9,205.0,182.9,46.4,0.3333333333333333,3,0.69,0.5,5.52,0.46,0.0,0.0,0.0,0.0
Justin Bruckmann,175.3,170.0,182.9,49.4,0.7,10,0.59,0.66,5.91,0.16,0.0,0.0,0.33,0.0
Steve Bruno,177.8,170.0,182.9,42.2,0.7142857142857143,21,0.96,0.52,3.38,0.36,1.94,0.25,0.46,0.4
Fernando Bruno,167.6,145.0,182.9,41.9,0.7894736842105263,19,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5
Derek Brunson,185.4,185.0,195.6,40.0,0.71875,32,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6
Josh Bryant,177.8,185.0,182.9,43.7,0.7894736842105263,19,1.1,0.2,6.1,0.43,0.0,0.0,0.0,0.0
Dennis Bryant,182.9,205.0,182.9,38.2,0.7142857142857143,7,8.906399999999994,0.59,10.56,0.13,0.0,0.0,0.0,0.0
Lukasz Brzeski,190.5,236.0,198.1,31.6,0.5294117647058824,17,4.9,0.5,3.65,0.54,0.41,0.33,0.35,0.4
Justin Buchholz,182.9,155.0,185.4,40.4,0.6,25,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8
Zak Bucia,177.8,170.0,182.9,39.3,0.68,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Courtney Buck,177.8,135.0,182.9,41.8,0.5217391304347826,23,1.49,0.28,3.24,0.54,0.0,0.0,0.33,0.0
Martin Buday,193.0,265.0,195.6,32.1,0.8888888888888888,18,4.39,0.53,4.49,0.55,0.15,0.2,0.93,0.1
Julia Budd,170.2,145.0,170.2,40.5,0.8333333333333334,12,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0
Dylan Budka,182.9,185.0,190.5,24.0,0.5833333333333334,12,1.06,0.38,1.8,0.42,1.93,0.38,0.76,0.4
Mike Budnik,175.3,145.0,172.7,49.4,0.7647058823529411,17,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4
Francisco Bueno,175.3,225.0,182.9,51.0,0.7142857142857143,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Buentello,188.0,245.0,195.6,50.0,0.6730769230769231,52,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4
Marek Bujlo,193.0,265.0,195.6,31.2,0.8571428571428571,7,2.07,0.38,3.27,0.37,0.0,0.0,0.0,0.0
Lee Kwan Bum,188.0,265.0,182.9,37.2,0.0,1,0.71,0.14,0.0,0.7982999999999993,0.0,0.0,0.0,0.0
Josh Bumgarner,185.4,170.0,182.9,42.6,0.6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shawn Bunch,165.1,135.0,182.9,40.8,0.7,10,0.0,0.0,1.55,0.55,0.0,0.0,0.5,0.0
Felipe Bunes,170.2,125.0,175.3,34.2,0.6086956521739131,23,3.17,0.46,4.57,0.47,1.08,0.25,0.4,1.4
Shane Burgos,180.3,145.0,190.5,32.8,0.8333333333333334,18,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
Joshua Burkman,177.8,170.0,182.9,43.7,0.6363636363636364,44,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3
Justin Burlinson,185.4,170.0,188.0,26.6,0.8571428571428571,7,1.24,0.4,3.09,0.61,0.0,0.0,1.0,6.9829999999999925
Mads Burnell,172.7,145.0,175.3,29.8,0.75,12,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4
Mikey Burnett,167.6,170.0,182.9,49.7,0.7142857142857143,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Burns,177.8,170.0,188.0,43.8,0.631578947368421,19,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8
Josh Burns,185.4,244.0,182.9,45.6,0.4444444444444444,18,2.4,0.48,5.73,0.32,0.0,0.0,1.0,0.0
Herbert Burns,175.3,145.0,185.4,35.9,0.6470588235294118,17,1.86,0.36,5.17,0.41,2.94,0.34,0.66,1.8
Derrick Burnsed,177.8,155.0,182.9,43.6,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nah-Shon Burrell,180.3,170.0,182.9,33.9,0.6818181818181818,22,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3
Martin Buschkamp,175.3,145.0,182.9,33.0,1.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Bush,185.4,205.0,182.9,36.8,0.7142857142857143,7,6.35,0.64,2.31,0.55,8.49,0.66,0.0,0.0
Bubba Bush,182.9,185.0,182.9,38.4,0.7272727272727273,11,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0
Dakota Bush,177.8,155.0,185.4,29.6,0.6666666666666666,12,2.77,0.38,4.42,0.41,2.4,0.33,0.0,0.0
Murilo Bustamante,188.0,183.0,182.9,57.4,0.625,24,1.33,0.32,1.9,0.6,2.46,0.33,0.54,1.2
Nick Bustamante,175.3,170.0,182.9,36.8,0.625,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Bustillos,172.7,135.0,182.9,36.6,0.625,8,2.61,0.59,6.22,0.35,0.0,0.0,1.0,0.0
Jason Butcher,190.5,185.0,182.9,39.2,0.8333333333333334,12,1.82,0.4,2.73,0.25,8.49,0.5,0.0,0.0
Todd Butler,185.4,200.0,182.9,36.8,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Goldman Butler,177.8,155.0,182.9,36.8,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Butler,172.7,155.0,182.9,36.8,0.5,6,2.09,0.14,6.69,0.36,0.0,0.0,0.5,0.0
Raphael Butler,190.5,261.0,182.9,40.0,0.75,12,4.69,0.45,0.94,0.7982999999999993,0.0,0.0,1.0,6.9829999999999925
Jesse Butler,177.8,135.0,185.4,31.6,0.6666666666666666,18,2.02,0.34,4.62,0.39,0.0,0.0,0.0,0.0
JP Buys,165.1,135.0,170.2,27.7,0.6,15,1.88,0.39,3.02,0.4,1.55,0.25,0.25,2.3
Charles Byrd,177.8,185.0,185.4,40.2,0.5882352941176471,17,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5
Steve Byrnes,182.9,170.0,182.9,44.4,0.8571428571428571,7,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
Michael Byrnes,180.3,155.0,182.9,33.5,0.625,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yan Cabral,180.3,155.0,185.4,40.6,0.8125,16,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2
Juan Cabrera,177.8,185.0,182.9,21.6,0.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alvin Cacdac,167.6,125.0,182.9,36.8,0.5806451612903226,31,1.21,0.66,0.61,0.0,0.0,0.0,0.0,0.0
Alex Caceres,177.8,145.0,185.4,35.5,0.5833333333333334,36,4.21,0.49,3.09,0.62,0.54,0.68,0.64,0.7
Vince Cachero,167.6,145.0,172.7,34.1,0.6363636363636364,11,3.29,0.45,6.51,0.43,0.0,0.0,0.18,0.5
Travis Calanoc,172.7,145.0,182.9,36.8,0.8333333333333334,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricky Calatayud,175.3,125.0,182.9,41.2,0.8888888888888888,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Caldas,172.7,155.0,177.8,27.6,0.75,8,4.8,0.41,12.814899999999998,0.39,0.0,0.0,0.0,0.0
Carlos Calderon,180.3,145.0,180.3,27.9,0.6666666666666666,9,4.85,0.42,4.98,0.33,3.93,0.33,0.0,0.0
Darrion Caldwell,177.8,135.0,182.9,36.0,0.9090909090909091,11,0.85,0.34,0.57,0.6,3.41,0.66,1.0,0.8
Taylor Callens,177.8,155.0,182.9,32.6,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cynthia Calvillo,162.6,115.0,162.6,36.5,0.5625,16,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8
Joe Camacho,175.3,155.0,182.9,51.8,0.37142857142857144,35,0.31,0.17,5.0,0.42,0.0,0.0,0.0,0.0
Frank Camacho,177.8,155.0,185.4,34.6,0.6875,32,6.56,0.46,7.44,0.51,1.11,0.31,0.73,0.0
Lucas Camacho,193.0,265.0,203.2,31.0,0.8571428571428571,7,4.08,0.38,8.16,0.06,0.0,0.0,0.0,0.0
Fabricio Camoes,177.8,155.0,180.3,45.0,0.5833333333333334,24,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5
Chris Camozzi,188.0,185.0,190.5,37.1,0.6486486486486487,37,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5
Brian Camozzi,188.0,170.0,198.1,32.5,0.5833333333333334,12,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7
Ricky Camp,170.2,135.0,182.9,36.8,0.7333333333333333,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Campbell,175.3,155.0,182.9,41.1,0.7647058823529411,17,1.4,0.26,1.4,0.63,5.26,1.0,0.0,0.0
Thomas Campbell,177.8,155.0,182.9,36.8,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shane Campbell,182.9,155.0,180.3,36.9,0.7,20,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0
Charlie Campbell,182.9,155.0,182.9,28.5,0.75,12,5.23,0.51,4.17,0.55,2.45,0.36,0.62,0.0
Kitt Campbell,185.4,170.0,185.4,29.5,0.6956521739130435,23,5.4,0.53,2.51,0.6,0.94,0.1,0.5,0.0
John Campetella,175.3,235.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wagner Campos,167.6,145.0,182.9,42.4,0.5454545454545454,22,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0
Derek Campos,175.3,155.0,182.9,35.8,0.76,25,2.41,0.23,10.34,0.44,0.0,0.0,0.0,0.0
Will Campuzano,175.3,125.0,177.8,37.6,0.7,20,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2
Aleksa Camur,185.4,205.0,188.0,28.3,0.6666666666666666,9,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0.0
Chico Camus,167.6,125.0,167.6,38.9,0.7083333333333334,24,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4
Asbel Cancio,177.8,225.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Candelario,172.7,125.0,172.7,32.6,0.7272727272727273,11,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3
Ronaldo Candido,167.6,125.0,182.9,34.7,1.0,6,1.67,0.42,3.87,0.52,8.0,0.53,0.0,5.0
Luiz Cane,188.0,185.0,195.6,42.7,0.7083333333333334,24,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3
Guido Cannetti,167.6,135.0,172.7,44.0,0.5555555555555556,18,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4
Jose Canseco,193.0,240.0,182.9,59.08299999999999,0.0,1,0.78,0.1,4.68,0.62,0.0,0.0,0.0,0.0
Cody Canterbury,172.7,155.0,182.9,36.8,0.09090909090909091,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo Cantrell,188.0,235.0,182.9,54.9,0.5,20,3.16,0.16,12.63,0.0,0.0,0.0,0.0,0.0
Steve Cantwell,188.0,185.0,190.5,37.1,0.5384615384615384,13,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7
Paul Capaldo,170.2,135.0,182.9,27.0,1.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Caracappa,172.7,135.0,177.8,31.6,0.8571428571428571,7,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0
Frank Caracci,177.8,155.0,182.9,53.9,0.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gina Carano,172.7,145.0,182.9,41.7,0.875,8,4.5,0.47,2.66,0.64,1.24,0.66,0.85,1.6
Dos Caras Jr.,193.0,225.0,182.9,46.6,0.6428571428571429,14,0.77,0.23,1.2,0.59,0.0,0.0,0.72,0.0
Bryan Caraway,172.7,135.0,172.7,39.4,0.7,30,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8
Remo Cardarelli,177.8,135.0,182.9,36.8,0.5833333333333334,12,2.27,0.47,1.47,0.59,0.0,0.0,1.0,0.0
Phil Cardella,180.3,155.0,182.9,47.5,0.6153846153846154,13,2.47,0.5,2.0,0.57,0.0,0.0,0.11,2.5
Edgar Cardenas,177.8,145.0,182.9,36.8,0.8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Cariaso,160.0,125.0,162.6,42.6,0.68,25,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
Ronald Carillo,177.8,125.0,182.9,36.8,0.6666666666666666,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafael Carino,198.1,245.0,182.9,36.8,0.5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Don Carlo-Clauss,177.8,170.0,182.9,36.8,0.5882352941176471,17,1.44,0.3,7.68,0.43,0.0,0.0,0.66,0.0
Antonio Carlos Junior,188.0,185.0,200.7,33.8,0.6875,16,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8
Spike Carlyle,172.7,145.0,180.3,30.7,0.75,12,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5
Francis Carmont,190.5,205.0,198.1,42.2,0.6756756756756757,37,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6
Liz Carmouche,167.6,125.0,167.6,39.9,0.65,20,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3
Roan Carneiro,180.3,170.0,193.0,45.6,0.65625,32,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4
Luana Carolina,167.6,135.0,175.3,30.6,0.6875,16,4.65,0.51,3.46,0.51,0.3,0.37,0.68,0.6
Tim Caron,185.4,185.0,182.9,36.4,0.875,8,0.59,0.5,6.9,0.12,0.0,0.0,0.0,0.0
Gabriel Carrasco,167.6,135.0,182.9,36.8,1.0,7,4.15,0.37,1.53,0.7982999999999993,0.0,0.0,1.0,0.0
Cody Carrillo,177.8,155.0,182.9,36.8,0.4074074074074074,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cain Carrizosa,172.7,155.0,182.9,37.4,0.7692307692307693,13,2.72,0.42,5.8,0.51,0.0,0.0,0.14,0.0
Roger Carroll,177.8,170.0,182.9,36.8,0.5333333333333333,30,7.62,0.61,10.48,0.43,0.0,0.0,1.0,0.0
Jonny Carson,177.8,155.0,182.9,36.8,0.6111111111111112,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Carson,188.0,215.0,182.9,36.8,0.6666666666666666,6,0.62,0.66,6.22,0.23,0.0,0.0,0.0,0.0
Shonie Carter,177.8,170.0,182.9,51.7,0.5730337078651685,58,1.62,0.36,2.32,0.47,0.75,0.66,0.75,0.0
Jack Cartwright,175.3,135.0,172.7,29.6,0.9090909090909091,11,0.8,0.38,3.33,0.29,6.0,0.66,0.0,2.0
Bruno Carvalho,172.7,154.0,182.9,41.6,0.6666666666666666,15,0.6,0.45,0.93,0.53,0.0,0.0,0.66,4.0
Antonio Carvalho,175.3,145.0,177.8,44.6,0.7142857142857143,21,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0
Rafael Carvalho,190.5,185.0,182.9,37.4,0.9333333333333333,15,1.94,0.5,1.84,0.54,2.77,0.4,0.7,0.0
Shane Carwin,188.0,265.0,203.2,49.0,0.8571428571428571,14,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0
Johnny Case,177.8,155.0,182.9,34.5,0.7857142857142857,28,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2
Kevin Casey,180.3,185.0,195.6,42.5,0.5625,16,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4
Cortney Casey,170.2,125.0,170.2,36.7,0.5,20,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5
Brandon Cash,195.6,255.0,182.9,36.8,0.7142857142857143,14,5.42,0.72,0.68,0.33,8.49,0.66,0.0,0.0
Bendy Casimir,165.1,145.0,182.9,43.6,0.5555555555555556,36,0.74,0.27,3.42,0.54,0.0,0.0,1.0,0.0
Dwayne Cason,177.8,212.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Cason,190.5,205.0,182.9,36.0,0.9,10,4.17,0.55,10.83,0.23,0.0,0.0,0.0,0.0
Eric Castile,172.7,145.0,182.9,36.8,0.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gil Castillo,175.3,170.0,182.9,58.2,0.6153846153846154,13,0.6,0.45,2.22,0.44,3.33,0.45,0.5,0.0
Danny Castillo,175.3,155.0,180.3,44.4,0.6296296296296297,27,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
Raul Castillo,180.3,185.0,182.9,36.8,0.875,8,1.47,0.48,3.27,0.6,0.0,0.0,0.0,0.0
Jenna Castillo,157.5,125.0,182.9,41.7,1.0,1,3.24,0.56,2.01,0.57,1.68,1.0,1.0,0.0
Tim Catalfo,180.3,235.0,182.9,36.8,0.6666666666666666,6,0.39,0.75,0.77,0.33,0.0,0.0,0.0,0.0
Nick Catone,182.9,185.0,182.9,42.3,0.7142857142857143,14,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5
Luke Caudillo,170.2,155.0,182.9,43.1,0.5,34,1.97,0.28,5.07,0.55,0.44,0.2,0.85,0.0
Gesias Cavalcante,172.7,155.0,180.3,40.5,0.65625,32,1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1
Rafael Cavalcante,185.4,205.0,188.0,43.7,0.631578947368421,19,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1
Magnus Cedenblad,195.6,185.0,200.7,41.7,0.7368421052631579,19,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0
Yosdenis Cedeno,172.7,155.0,175.3,38.9,0.5882352941176471,17,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3
Henry Cejudo,162.6,135.0,162.6,36.9,0.7272727272727273,22,3.83,0.47,3.84,0.57,1.78,0.29,0.72,0.1
Adam Cella,188.0,170.0,182.9,38.5,0.42857142857142855,14,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3
Vinicius Cenci,185.4,155.0,188.0,28.1,0.7777777777777778,9,2.9,0.48,2.69,0.62,1.61,0.5,0.0,0.0
Katlyn Cerminara,175.3,125.0,172.7,35.0,0.75,24,4.58,0.34,4.48,0.62,0.31,0.15,0.5,0.3
Rafael Cerqueira,190.5,205.0,193.0,33.8,0.7333333333333333,15,1.56,0.43,5.05,0.36,0.0,0.0,0.36,0.0
Donald Cerrone,185.4,155.0,185.4,40.8,0.6792452830188679,53,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2
Jared Chaffee,177.8,155.0,182.9,39.0,0.7142857142857143,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luan Chagas,182.9,170.0,190.5,30.5,0.7894736842105263,19,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3
Ansar Chalangov,175.3,170.0,182.9,44.2,0.7368421052631579,19,0.68,0.66,1.69,0.54,0.0,0.0,0.0,6.9829999999999925
Alex Chambers,160.0,115.0,160.0,45.2,0.5,10,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0
Donnie Chappell,180.3,178.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Charles,185.4,260.0,182.9,36.8,0.3157894736842105,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Charles,188.0,228.0,182.9,38.3,0.5882352941176471,17,2.82,0.45,3.51,0.44,0.0,0.0,0.31,0.0
Ernest Chavez,172.7,145.0,177.8,40.5,0.8333333333333334,12,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0
Emilio Chavez,175.3,145.0,182.9,36.8,0.5714285714285714,21,2.73,0.48,1.53,0.54,3.0,0.5,0.0,0.0
Danny Chavez,172.7,145.0,170.2,36.8,0.6470588235294118,17,2.86,0.38,3.83,0.5,1.95,0.6,0.87,0.0
Gabriel Checco,185.4,185.0,182.9,37.7,0.8333333333333334,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Cheng,180.3,170.0,182.9,38.9,0.6363636363636364,11,1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0
Fabio Cherant,185.4,205.0,188.0,29.1,0.6363636363636364,11,1.35,0.4,4.89,0.38,0.0,0.0,0.0,0.0
Ion Cherdivara,177.8,205.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Cherico,170.2,145.0,175.3,37.6,0.9166666666666666,12,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0
Macy Chiasson,180.3,135.0,182.9,32.4,0.6470588235294118,17,3.21,0.46,2.76,0.44,1.87,0.35,0.62,0.4
Sako Chivitchian,180.3,155.0,182.9,39.8,0.8888888888888888,9,2.4,0.27,4.8,0.46,0.0,0.0,1.0,0.0
Mu Bae Choi,188.0,230.0,182.9,53.5,0.6666666666666666,18,1.55,0.49,3.65,0.44,3.12,0.75,0.6,1.0
Hong Man Choi,198.1,265.0,182.9,43.2,0.4444444444444444,9,1.32,0.26,1.46,0.36,0.71,1.0,0.84,0.0
SeungWoo Choi,182.9,145.0,188.0,31.2,0.5789473684210527,19,3.56,0.38,3.16,0.47,0.83,0.54,0.7,0.0
SeungGuk Choi,167.6,125.0,162.6,27.0,0.7,10,2.69,0.42,2.69,0.65,1.02,0.27,0.74,0.0
DongHun Choi,165.1,125.0,167.6,25.0,1.0,9,4.54,0.66,3.13,0.58,0.46,0.14,0.81,0.0
Mark Choinski,172.7,155.0,175.3,28.2,0.8888888888888888,9,3.87,0.5,7.33,0.33,2.0,0.18,0.0,0.0
John Cholish,180.3,155.0,188.0,40.0,0.7272727272727273,11,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4
Ryo Chonan,175.3,170.0,177.8,47.2,0.6285714285714286,35,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3
Will Chope,193.0,145.0,182.9,33.3,0.723404255319149,47,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0
Cody Chovancek,172.7,135.0,170.2,25.4,1.0,9,2.85,0.5,2.46,0.51,0.0,0.0,0.83,0.0
Joachim Christensen,190.5,205.0,193.0,45.1,0.7,20,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0
Dan Christison,198.1,265.0,182.9,51.7,0.7407407407407407,27,4.23,0.51,3.88,0.54,0.0,0.0,0.37,1.1
Anthony Christodoulou,175.3,155.0,182.9,36.4,0.631578947368421,19,2.19,0.26,5.9,0.45,0.0,0.0,0.4,0.0
Murad Chunkaiev,180.3,185.0,182.9,36.8,0.6666666666666666,12,0.85,0.16,3.41,0.66,8.49,1.0,0.0,0.0
Cameron Church,180.3,155.0,182.9,33.3,0.8,5,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0
Steven Ciaccio,182.9,170.0,182.9,36.8,0.5,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Ciesnolevicz,182.9,235.0,182.9,44.2,0.8260869565217391,23,0.51,0.5,4.62,0.57,0.0,0.0,0.2,5.1
Hannah Cifers,157.5,115.0,160.0,31.5,0.5882352941176471,17,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3
