Fighter_Name,Height_cm,Weight_lbs,Reach_cm,Age,Win_Rate,Total_Fights,SLpM,Str_Acc_f,SApM,Str_Def_f,TD_Avg,TD_Acc_f,TD_Def_f,Sub_Avg
Saad Awad,180.3,155.0,182.9,40.6,0.6896551724137931,29,2.13,0.26,1.87,0.6,0.5,0.16,1.0,0.5
Javy Ayala,185.4,265.0,182.9,35.4,0.6666666666666666,15,0.83,0.25,5.0,0.33,0.0,0.0,0.0,0.0
Jessin Ayari,182.9,155.0,185.4,31.6,0.7272727272727273,22,3.53,0.37,3.59,0.58,0.0,0.0,0.5,0.3
Abu Azaitar,175.3,185.0,193.0,37.8,0.7368421052631579,19,4.38,0.43,4.32,0.51,1.0,0.37,0.42,0.0
Ottman Azaitar,172.7,155.0,180.3,33.9,0.8125,16,4.43,0.44,4.11,0.52,0.0,0.0,1.0,0.0
Luiz Azeredo,175.3,154.0,182.9,47.6,0.6,25,2.16,0.39,2.76,0.57,1.07,0.5,0.45,0.3
Luciano Azevedo,190.5,161.0,182.9,42.5,0.6296296296296297,27,0.76,0.45,1.97,0.27,2.28,0.11,0.0,0.0
Hunter Azure,172.7,145.0,175.3,31.8,0.8181818181818182,11,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3
Niklas Backstrom,185.4,145.0,182.9,34.4,0.7857142857142857,14,1.12,0.41,3.65,0.4,2.92,0.8,0.72,2.2
Seth Baczynski,190.5,170.0,190.5,42.2,0.5882352941176471,34,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8
Abdul Azeem Badakhshi,177.8,145.0,182.9,36.8,0.8125,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bader,188.0,205.0,188.0,40.6,0.8214285714285714,28,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4
Izabela Badurek,165.1,115.0,182.9,32.5,0.6666666666666666,9,3.74,0.71,4.9,0.32,1.75,0.12,1.0,0.0
Miguel Baeza,188.0,170.0,188.0,31.4,0.7142857142857143,14,4.09,0.49,5.92,0.46,0.36,0.22,0.54,2.0
Ali Bagautinov,162.6,125.0,165.1,38.6,0.7142857142857143,21,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3
Mehdi Baghdad,185.4,155.0,182.9,38.7,0.6875,16,3.13,0.3,4.56,0.46,0.0,0.0,0.33,0.0
Siyar Bahadurzada,180.3,170.0,185.4,39.7,0.7272727272727273,33,2.91,0.4,3.23,0.49,1.32,0.61,0.62,0.3
Bahatebole Batebolati,172.7,170.0,180.3,26.3,0.8333333333333334,12,4.02,0.45,4.83,0.61,1.34,0.66,1.0,0.0
Shamar Bailey,175.3,155.0,190.5,41.3,0.5925925925925926,27,1.56,0.2,3.91,0.69,1.5,0.33,0.37,0.0
Jordan Bailey,175.3,145.0,182.9,36.8,0.6666666666666666,9,1.74,0.4,0.29,0.0,4.35,1.0,0.0,4.3
Scott Baker,182.9,210.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Baker,190.5,185.0,182.9,38.2,0.782608695652174,23,1.78,0.52,2.83,0.45,0.44,0.5,0.37,0.9
Jin Bala,175.3,155.0,182.9,36.8,0.8846153846153846,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Balajin,175.3,145.0,182.9,31.8,0.8518518518518519,27,1.4,0.33,2.73,0.5,2.0,0.2,0.66,0.0
Oluwale Bamgbose,180.3,185.0,198.1,36.4,0.6,10,2.45,0.48,2.7,0.55,0.94,0.33,0.37,0.0
Stephen Banaszak,182.9,145.0,182.9,33.1,0.5,10,4.2,0.47,1.15,0.66,0.0,0.0,1.0,1.9
Marcin Bandel,177.8,155.0,182.9,34.2,0.6818181818181818,22,0.79,0.5,5.26,0.23,0.0,0.0,0.0,0.0
Humberto Bandenay,180.3,145.0,180.3,29.3,0.6666666666666666,21,2.22,0.41,4.79,0.41,2.9,0.46,0.62,0.5
Tae Hyun Bang,175.3,155.0,180.3,40.7,0.6428571428571429,28,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5
Yohan Banks,177.8,155.0,182.9,36.8,0.6666666666666666,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Banuelos,165.1,135.0,160.0,44.3,0.625,32,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
Renan Barao,167.6,145.0,177.8,36.9,0.7906976744186046,43,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
Junior Barata,177.8,170.0,182.9,41.9,0.6923076923076923,13,4.03,0.33,8.46,0.34,0.0,0.0,0.0,0.0
Bryan Barberena,182.9,185.0,182.9,34.7,0.6,30,5.35,0.48,4.59,0.44,0.13,0.22,0.5,0.3
Djani Barbir,190.5,185.0,200.7,26.4,0.875,8,3.64,0.4,4.55,0.66,0.0,0.0,0.0,0.0
Danny Barlow,188.0,185.0,200.7,28.4,0.8181818181818182,11,5.81,0.51,4.65,0.52,0.0,0.0,1.0,0.0
Luke Barnatt,198.1,185.0,195.6,35.7,0.7647058823529411,17,4.43,0.36,3.87,0.59,0.63,0.42,0.63,0.4
James Barnes,172.7,135.0,180.3,41.6,0.7368421052631579,19,0.57,0.34,3.02,0.39,1.08,0.16,0.4,0.0
Nick Barnes,180.3,170.0,182.9,36.8,0.8461538461538461,13,2.86,0.29,8.93,0.51,5.36,1.0,1.0,5.4
Shonte Barnes,180.3,185.0,193.0,36.9,0.6666666666666666,9,2.32,0.38,1.55,0.67,0.0,0.0,0.6,0.0
Josh Barnett,190.5,250.0,198.1,46.1,0.813953488372093,43,3.2,0.5,2.11,0.57,1.26,0.55,0.55,1.4
Chris Barnett,175.3,261.0,190.5,37.5,0.696969696969697,33,3.36,0.47,6.55,0.36,0.0,0.0,0.35,0.0
Chris Barnhizer,177.8,155.0,182.9,36.2,0.4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Baron,167.6,155.0,182.9,50.9,0.7727272727272727,22,1.17,0.3,2.1,0.56,0.0,0.0,0.14,0.7
Phil Baroni,175.3,170.0,182.9,47.7,0.45454545454545453,33,2.77,0.45,3.93,0.4,1.46,0.47,0.6,0.5
Dan Barrera,175.3,170.0,182.9,43.0,0.75,4,0.8,0.7,1.2,0.28,1.0,0.08,0.0,0.0
Carlos Barreto,193.0,230.0,182.9,55.4,0.6086956521739131,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Barreto,177.8,185.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter Barrett,177.8,145.0,185.4,37.4,0.6875,16,4.18,0.61,4.32,0.42,1.39,0.22,0.66,0.0
Marc-Andre Barriault,185.4,185.0,188.0,33.9,0.6071428571428571,28,5.65,0.47,5.94,0.49,0.34,0.28,0.68,0.1
David Barrios,167.6,145.0,182.9,36.8,0.3333333333333333,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Barros,175.3,170.0,182.9,47.1,0.6666666666666666,33,0.98,0.4,4.05,0.36,1.84,0.5,1.0,0.0
Ricardo Barros,185.4,205.0,182.9,47.8,0.5,4,0.0,0.0,8.22,0.31,0.0,0.0,1.0,0.0
Francimar Barroso,185.4,205.0,190.5,43.8,0.7307692307692307,26,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0
Pat Barry,180.3,235.0,188.0,44.5,0.5333333333333333,15,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2
Dean Barry,177.8,170.0,182.9,31.5,0.6666666666666666,6,8.906399999999994,0.4,4.66,0.51,0.0,0.0,1.0,0.0
Enrique Barzola,170.2,145.0,177.8,34.7,0.7083333333333334,24,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3
Javid Basharat,175.3,135.0,175.3,28.3,0.8823529411764706,17,5.18,0.54,2.75,0.63,1.83,0.4,0.83,0.1
Stephen Bass,175.3,145.0,182.9,41.1,0.8461538461538461,13,4.87,0.52,5.87,0.55,0.0,0.0,0.0,0.0
Sean Bassett,177.8,155.0,182.9,36.8,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Bastianelli,165.1,135.0,182.9,44.3,0.46153846153846156,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shayna Baszler,170.2,135.0,182.9,43.4,0.5769230769230769,26,2.49,0.3,6.36,0.51,0.67,0.18,0.44,1.3
Michel Batista,190.5,260.0,182.9,39.7,0.8,5,0.0,0.0,4.03,0.4,6.72,0.5,0.0,0.0
Bryan Battle,185.4,185.0,195.6,29.3,0.8666666666666667,15,5.12,0.52,4.11,0.44,0.77,0.17,0.53,0.4
Alan Baudot,190.5,243.0,200.7,35.9,0.7272727272727273,11,5.36,0.58,4.82,0.46,0.0,0.0,0.62,0.0
Chris Beal,170.2,125.0,175.3,38.4,0.6666666666666666,15,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
Donovan Beard,188.0,185.0,198.1,34.2,0.7777777777777778,9,0.0,0.0,5.77,0.28,0.0,0.0,0.0,0.0
Rudy Bears,180.3,170.0,182.9,45.0,0.5161290322580645,31,1.27,0.29,2.53,0.5,0.0,0.0,0.0,0.0
Salvador Becerra,175.3,155.0,182.9,36.8,0.7142857142857143,7,4.57,0.31,3.83,0.58,0.0,0.0,0.66,0.0
Ariel Beck,167.6,125.0,167.6,33.3,0.4444444444444444,9,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0
Jack Becker,177.8,155.0,180.3,31.0,0.6842105263157895,19,1.01,0.39,5.82,0.26,1.68,0.5,0.0,0.0
Jeff Bedard,167.6,145.0,182.9,53.9,0.8125,16,0.8,0.51,0.0,0.7982999999999993,3.43,0.66,1.0,2.6
Eric Bedard,188.0,239.0,182.9,39.3,0.46153846153846156,13,6.37,0.35,8.54,0.52,0.0,0.0,0.0,0.0
Johnny Bedford,177.8,135.0,180.3,41.0,0.6,35,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0
Rolando Bedoya,180.3,155.0,188.0,27.0,0.7368421052631579,19,6.23,0.47,5.5,0.52,0.0,0.0,0.75,0.2
Chase Beebe,170.2,135.0,170.2,38.8,0.631578947368421,38,2.17,0.38,1.64,0.69,2.49,0.42,0.41,0.9
Lyle Beerbohm,177.8,155.0,182.9,44.9,0.8888888888888888,27,1.98,0.55,1.61,0.54,2.1,0.23,0.64,0.3
Allan Begosso,165.1,135.0,167.6,28.1,0.7,10,1.8,0.4,7.73,0.34,0.0,0.0,0.25,2.0
Mirsad Bektic,172.7,145.0,177.8,32.9,0.7647058823529411,17,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4
Diana Belbita,170.2,125.0,172.7,27.5,0.6,25,6.45,0.41,6.55,0.51,0.86,0.62,0.64,0.0
Alan Belcher,188.0,185.0,190.5,39.7,0.6923076923076923,26,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9
Vitor Belfort,182.9,185.0,188.0,46.8,0.65,40,1.59,0.46,2.83,0.5,1.02,0.6,0.53,0.6
Rodolfo Bellato,190.5,205.0,195.6,27.9,0.7647058823529411,17,5.37,0.6,5.86,0.46,1.38,0.35,0.94,0.2
Danilo Belluardo,182.9,155.0,188.0,29.4,0.7058823529411765,17,1.52,0.61,4.79,0.41,3.5,1.0,0.5,0.0
Joey Beltran,185.4,185.0,190.5,42.1,0.5483870967741935,31,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0
Marco Beltran,172.7,125.0,175.3,37.6,0.5714285714285714,14,2.07,0.37,1.93,0.63,0.7,0.5,0.46,0.2
Joseph Benavidez,162.6,125.0,165.1,39.4,0.7777777777777778,36,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6
Mike Bencic,182.9,215.0,182.9,57.5,0.3333333333333333,3,0.0,0.0,3.32,0.53,0.0,0.0,0.0,0.0
Dave Beneteau,188.0,250.0,182.9,36.8,0.5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Karla Benitez,160.0,115.0,182.9,44.9,0.5384615384615384,26,0.0,0.0,2.4,0.57,0.0,0.0,1.0,0.0
Gabriel Benitez,172.7,155.0,180.3,35.5,0.6388888888888888,36,5.26,0.41,4.49,0.63,0.22,0.5,0.55,0.9
Charles Bennett,172.7,155.0,182.9,44.1,0.46153846153846156,58,1.39,0.39,1.35,0.64,2.02,1.0,0.36,2.0
Josh Bennett,193.0,259.0,182.9,36.8,0.44,25,2.9,0.4,5.8,0.43,1.5,1.0,1.0,0.0
DeAnna Bennett,162.6,125.0,172.7,39.1,0.6666666666666666,12,3.13,0.58,3.27,0.58,0.0,0.0,0.0,1.0
Benjamin Bennett,182.9,170.0,185.4,29.7,0.875,8,4.53,0.54,4.53,0.65,6.0,0.6,0.0,0.0
Lance Benoist,180.3,170.0,182.9,35.3,0.7777777777777778,9,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0
Joe Benoit,175.3,170.0,182.9,41.8,0.7333333333333333,15,0.0,0.0,0.0,0.7982999999999993,0.0,0.0,0.0,0.0
Ryan Benoit,165.1,125.0,172.7,34.4,0.5555555555555556,18,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4
Pat Benson,175.3,155.0,182.9,49.5,0.2727272727272727,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Len Bentley,175.3,155.0,182.9,41.1,0.625,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Berger,180.3,170.0,182.9,50.6,0.45652173913043476,46,1.0,0.27,3.26,0.36,0.84,0.4,0.16,1.7
Kenneth Bergh,188.0,205.0,188.0,34.5,1.0,8,4.56,0.75,1.27,0.28,0.0,0.0,0.0,0.0
Bret Bergmark,175.3,170.0,182.9,50.1,0.75,8,2.78,0.52,2.78,0.37,4.17,1.0,0.5,4.2
Keith Berish,182.9,205.0,182.9,38.1,0.8333333333333334,6,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0
Dennis Bermudez,167.6,155.0,167.6,37.1,0.6538461538461539,26,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1
Manny Bermudez,177.8,145.0,180.3,29.5,0.875,16,2.92,0.61,2.68,0.46,3.06,0.54,0.0,3.1
Talita Bernardo,162.6,135.0,172.7,36.8,0.6,10,3.12,0.42,4.04,0.55,1.62,0.22,0.28,0.5
Dave Berry,177.8,155.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Berry,185.4,185.0,182.9,36.2,0.5,30,0.27,0.12,6.27,0.28,0.0,0.0,0.0,0.0
Dieusel Berto,175.3,200.0,182.9,36.8,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edson Berto,167.6,155.0,182.9,40.5,0.5666666666666667,30,1.76,0.36,4.62,0.47,5.47,0.4,0.0,2.7
Allen Berube,172.7,155.0,182.9,49.4,0.5714285714285714,7,0.92,0.75,0.92,0.33,6.87,1.0,0.0,3.4
Anton Berzin,188.0,205.0,182.9,34.3,0.8333333333333334,6,4.4,0.46,6.8,0.67,2.0,0.28,0.0,1.0
Scott Bessac,193.0,245.0,182.9,58.2,0.4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Bessette,177.8,145.0,177.8,39.0,0.7096774193548387,31,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Khadzhi Bestaev,198.1,185.0,193.0,35.5,0.7142857142857143,14,6.15,0.29,10.0,0.43,0.0,0.0,0.0,0.0
Fernando Bettega,177.8,170.0,182.9,43.8,0.5833333333333334,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arjan Bhullar,185.4,245.0,190.5,37.6,0.9,10,2.33,0.56,3.25,0.59,1.73,0.75,1.0,0.0
KB Bhullar,193.0,185.0,198.1,32.2,0.8,10,4.31,0.49,5.39,0.45,0.0,0.0,0.0,0.0
Magomed Bibulatov,165.1,125.0,165.1,35.4,0.875,16,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0
David Bielkheden,177.8,155.0,180.3,44.6,0.6666666666666666,36,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0
Blake Bilder,172.7,145.0,172.7,33.5,0.7272727272727273,11,3.81,0.48,4.15,0.53,0.31,0.07,0.71,0.6
Jonas Bilharinho,180.3,145.0,190.5,33.6,0.8181818181818182,11,3.71,0.6,3.36,0.57,0.0,0.0,1.0,0.0
Jeremiah Billington,175.3,205.0,182.9,46.1,0.8461538461538461,13,1.6,0.62,7.06,0.35,0.0,0.0,0.5,0.0
Scott Bills,177.8,170.0,182.9,36.8,0.4117647058823529,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Birchak,172.7,135.0,175.3,37.6,0.6666666666666666,24,3.93,0.36,3.67,0.56,0.48,0.14,0.61,0.5
Chris Birchler,190.5,205.0,182.9,36.6,0.6363636363636364,11,8.906399999999994,0.46,12.814899999999998,0.35,0.0,0.0,0.0,0.0
Angad Bisht,170.2,125.0,170.2,28.6,0.7692307692307693,13,3.91,0.51,4.56,0.33,2.41,0.37,1.0,0.0
Michael Bisping,185.4,185.0,190.5,44.8,0.7692307692307693,39,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
Amaury Bitetti,175.3,185.0,182.9,54.7,0.7142857142857143,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Bittencourt,182.9,185.0,190.5,32.6,0.6666666666666666,21,0.29,0.16,0.57,0.33,0.0,0.0,0.0,0.0
Davi Bittencourt,165.1,135.0,165.1,29.2,0.7777777777777778,18,4.15,0.66,1.51,0.46,8.49,0.33,0.0,0.0
Simon Biyong,177.8,205.0,182.9,32.7,0.875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Black,172.7,155.0,182.9,51.5,0.8214285714285714,28,1.06,0.47,2.6,0.45,0.48,0.33,0.28,6.2
Brad Blackburn,177.8,170.0,185.4,46.6,0.5625,32,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7
Jason Blackford,177.8,155.0,182.9,36.8,0.5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Blackledge,177.8,205.0,182.9,36.8,0.5882352941176471,17,2.91,0.61,2.55,0.46,0.0,0.0,0.75,0.0
Sherrard Blackledge,180.3,155.0,190.5,30.4,0.8333333333333334,6,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0
Da'Mon Blackshear,177.8,135.0,182.9,29.4,0.6538461538461539,26,4.33,0.45,4.19,0.52,1.48,0.33,0.71,1.5
Chasen Blair,177.8,155.0,180.3,25.2,0.6363636363636364,11,4.31,0.39,5.39,0.55,0.0,0.0,1.0,0.0
Erin Blanchfield,162.6,125.0,167.6,24.7,0.875,16,5.24,0.44,4.25,0.58,1.96,0.34,0.78,0.9
Maximo Blanco,172.7,145.0,180.3,40.2,0.5714285714285714,21,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3
David Blanco,170.2,145.0,182.9,36.8,1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tereza Bleda,175.3,125.0,180.3,22.1,0.7777777777777778,9,2.92,0.51,2.14,0.43,1.72,0.22,0.83,0.7
Arlene Blencowe,165.1,145.0,182.9,40.7,0.6,15,2.31,0.43,2.1,0.43,0.0,0.0,0.55,0.6
Byron Bloodworth,172.7,135.0,182.9,40.4,0.6666666666666666,9,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0
Dashawn Boatwright,182.9,205.0,182.9,35.8,0.75,4,0.0,0.0,12.814899999999998,0.12,0.0,0.0,0.0,0.0
Dan Bobish,188.0,265.0,182.9,53.9,0.6538461538461539,26,2.06,0.44,1.74,0.34,2.44,0.42,0.0,1.6
Mark Bocek,172.7,155.0,190.5,42.2,0.7058823529411765,17,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3
Kyle Bochniak,170.2,145.0,177.8,36.9,0.6153846153846154,13,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0
James Bochnovic,193.0,205.0,203.2,34.9,0.7272727272727273,11,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0
Jeremy Boczulak,177.8,155.0,182.9,36.8,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Boetsch,182.9,185.0,188.0,42.9,0.6176470588235294,34,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8
Galore Bofando,180.3,170.0,182.9,41.6,0.625,8,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0
Jay Bogan,177.8,145.0,182.9,36.8,0.5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Bogatov,172.7,155.0,185.4,33.0,0.9090909090909091,11,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0
Derek Bohi,193.0,260.0,182.9,36.8,0.6153846153846154,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerry Bohlander,180.3,199.0,182.9,49.9,0.7333333333333333,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mandy Bohm,170.2,125.0,180.3,34.4,0.8,10,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7
Kotetsu Boku,175.3,154.0,182.9,46.6,0.6578947368421053,38,2.47,0.42,2.8,0.53,0.0,0.0,0.0,0.0
Kyle Bolt,188.0,185.0,182.9,36.8,0.6666666666666666,12,7.27,0.52,7.27,0.45,0.0,0.0,0.0,0.0
Denys Bondar,167.6,125.0,175.3,31.5,0.7368421052631579,19,4.59,0.5,5.16,0.56,3.99,0.58,0.62,0.0
Luc Bondole,188.0,205.0,182.9,36.8,0.5555555555555556,9,3.35,0.51,2.04,0.62,0.0,0.0,0.0,1.8
Tony Bonello,188.0,185.0,182.9,51.2,0.8,20,0.62,0.33,12.62,0.1,0.0,0.0,0.0,0.0
Jesse Bongfeldt,182.9,185.0,182.9,43.3,0.7272727272727273,22,2.91,0.62,1.01,0.5,1.51,0.33,0.33,0.0
Marcos Bonilla,177.8,145.0,182.9,36.8,0.5,8,0.47,0.12,0.47,0.7982999999999993,0.0,0.0,0.0,0.0
Stephan Bonnar,193.0,205.0,200.7,46.7,0.625,24,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0
Rogerio Bontorin,165.1,125.0,170.2,31.7,0.8,20,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0
Ray Borg,162.6,135.0,160.0,30.4,0.7222222222222222,18,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0
Igor Borisov,182.9,235.0,182.9,59.08299999999999,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calen Born,172.7,170.0,182.9,35.6,0.875,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caio Borralho,185.4,185.0,190.5,31.0,0.9,20,3.47,0.56,2.61,0.6,1.25,0.5,0.76,0.4
Zachary Borrego,188.0,185.0,198.1,27.5,0.75,4,0.0,0.0,1.94,0.33,0.0,0.0,0.0,0.0
Viacheslav Borshchev,180.3,155.0,175.3,32.0,0.5,16,5.1,0.5,4.46,0.57,0.0,0.0,0.43,0.1
Steve Bosse,180.3,205.0,182.9,42.4,0.8571428571428571,14,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0
Marcus Bossett,185.4,215.0,182.9,36.8,0.25,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Bostick,177.8,155.0,182.9,36.8,0.6666666666666666,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poliana Botelho,172.7,125.0,170.2,35.0,0.6153846153846154,13,2.9,0.58,2.8,0.54,0.85,0.57,0.76,0.0
Francois Botha,188.0,260.0,182.9,55.3,0.0,1,0.0,0.0,1.05,0.77,0.0,0.0,0.0,0.0
Ilian Bouafia,195.6,185.0,198.1,27.1,1.0,7,2.0,0.47,1.67,0.65,0.0,0.0,1.0,0.0
Gregory Bouchelaghem,188.0,183.0,182.9,45.8,0.5555555555555556,9,0.27,0.21,1.53,0.36,0.0,0.0,0.5,0.0
Roy Boughton,182.9,205.0,182.9,36.8,0.6363636363636364,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rich Bouphanouvong,170.2,170.0,182.9,36.8,0.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Bourke,182.9,265.0,182.9,55.1,0.37037037037037035,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jess Bouscal,177.8,155.0,182.9,36.8,0.6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tai Bowden,180.3,230.0,182.9,36.8,0.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Melton Bowen,182.9,225.0,182.9,54.5,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyron Bowen,190.5,185.0,185.4,30.0,0.6428571428571429,14,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0
Brian Bowles,170.2,135.0,177.8,43.5,0.7692307692307693,13,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4
Roger Bowling,175.3,155.0,172.7,41.1,0.6666666666666666,18,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9
Blake Bowman,188.0,170.0,182.9,36.8,0.25,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashe Bowman,175.3,155.0,182.9,47.1,0.45,20,2.43,0.42,4.86,0.57,0.0,0.0,0.0,0.0
Anvar Boynazarov,175.3,145.0,182.9,35.0,0.75,4,0.0,0.0,7.83,0.29,0.0,0.0,0.0,0.0
Colley Bradford,170.2,145.0,182.9,36.8,0.0,1,0.43,0.25,1.73,0.5,8.49,0.5,1.0,0.0
Kyle Bradley,175.3,155.0,180.3,41.4,0.6129032258064516,31,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0
Paul Bradley,175.3,170.0,182.9,40.6,0.7419354838709677,31,2.26,0.32,4.13,0.56,1.12,0.16,1.0,0.0
Ebenezer Fontes Braga,182.9,199.0,182.9,54.7,0.5909090909090909,22,2.42,0.5,0.42,0.71,0.0,0.0,0.9,0.6
Adam Bramhald,177.8,135.0,177.8,29.8,0.8125,16,7.65,0.45,8.05,0.33,0.0,0.0,1.0,0.0
Joe Brammer,172.7,155.0,182.9,40.4,0.6363636363636364,11,2.15,0.31,2.8,0.56,0.81,0.5,0.5,0.0
David Branch,185.4,185.0,198.1,42.3,0.7857142857142857,28,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0
Billy Brand,167.6,135.0,165.1,27.5,0.7142857142857143,7,2.86,0.25,8.57,0.4,0.0,0.0,0.75,0.0
Diego Brandao,170.2,145.0,162.6,36.6,0.6666666666666666,33,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6
Michael Bravo,177.8,155.0,182.9,36.8,0.6363636363636364,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Bravo,172.7,145.0,180.3,30.3,0.7857142857142857,14,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0
Roman Bravo-Young,177.8,205.0,182.9,36.8,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Breeden,177.8,155.0,177.8,34.7,0.6470588235294118,17,5.75,0.45,7.28,0.42,0.98,0.3,0.67,0.0
Tom Breese,190.5,185.0,185.4,32.3,0.8,15,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1
Elves Brener,177.8,155.0,182.9,26.3,0.7272727272727273,22,4.76,0.47,5.86,0.5,0.99,0.16,0.76,0.0
Chris Brennan,172.7,170.0,182.9,52.2,0.6,35,0.6,0.4,0.97,0.5,0.0,0.0,0.25,2.1
